Hit,Text_id,Context_before,Query_item,Context_after,Tagged_context_before,Tagged_query_item,Tagged_context_after,Matchbegin_corpus_position,Matchend_corpus_position,V1,Permittee,V2,V2_type,V2_permittee_control,V2_valency,Permitter_semantics,Permittee_semantics,Com_channel,BNC_domain,Domain_use,V1_imperative,V2_length,V1_distance
412,C8F,"reduced speeds and gave very promising results in accident reduction . In terms of value for money , this &bquo; exclude through traffic and cut down speeds &equo; option was clearly the most effective . Thus was born the 30 km/h zone idea . In April 1983 the law was changed to",<<< permit >>>,"individual streets to be restricted to 30 km/h and a year later whole zones were allowed to follow suit . To ensure compliance by motorists , standards for 30 km/h streets were set out by the Ministry of Transport . Thus it was stipulated that the character and condition of","reduced_VVD-AJ0 speeds_NN2 and_CJC gave_VVD very_AV0 promising_AJ0 results_NN2 in_PRP accident_NN1 reduction_NN1 ._PUN In_PRP terms of value_NN1 for_PRP money_NN1 ,_PUN this_DT0 &bquo;_PUQ exclude_VVB through_PRP-AVP traffic_NN1 and_CJC cut_VVB down_AVP speeds_VVZ-NN2 &equo;_PUQ option_NN1 was_VBD clearly_AV0 the_AT0 most_AV0 effective_AJ0 ._PUN Thus_AV0 was_VBD born_VVN the_AT0 30_CRD km/h_UNC zone_NN1 idea_NN1 ._PUN In_PRP April_NP0 1983_CRD the_AT0 law_NN1 was_VBD changed_VVN to_TO0",<<< permit_VVI >>>,"individual_AJ0 streets_NN2 to_TO0 be_VBI restricted_VVN to_PRP 30_CRD km/h_UNC and_CJC a_AT0 year_NN1 later_AV0 whole_AJ0 zones_NN2 were_VBD allowed_VVN to_TO0 follow_VVI suit_NN1 ._PUN To_TO0 ensure_VVI compliance_NN1 by_PRP motorists_NN2 ,_PUN standards_NN2 for_PRP 30_CRD km/h_UNC streets_NN2 were_VBD set_VVN out_AVP by_PRP the_AT0 Ministry_NN1 of_PRF Transport_NN1 ._PUN Thus_AV0 it_PNP was_VBD stipulated_VVN that_CJT the_AT0 character_NN1 and_CJC condition_NN1 of_PRF",23466490,23466490,permit,individual streets ,restrict,verb,no control,passive,inanimate,inanimate,written,world_affairs,public,non-imperative,8,2
417,C8L,"Just as surely God desires to lead us to a knowledge of genuine Christian fellowship , so surely must we be overwhelmed by a great general disillusionment with others , with Christians in general , and , if we are fortunate , with ourselves . By sheer grace God will not",<<< permit >>>,"us to live even for a brief period in a dream world &hellip; . He who loves his dream of a community more than the Christian community itself becomes a destroyer of the latter , even though his personal intentions may be ever so honest and earnest and sacrificial . God hates","Just_AV0 as_AV0 surely_AV0 God_NP0 desires_VVZ to_TO0 lead_VVI us_PNP to_PRP a_AT0 knowledge_NN1 of_PRF genuine_AJ0 Christian_AJ0 fellowship_NN1 ,_PUN so_AV0 surely_AV0 must_VM0 we_PNP be_VBI overwhelmed_VVN by_PRP a_AT0 great_AJ0 general_AJ0-NN1 disillusionment_NN1 with_PRP others_NN2 ,_PUN with_PRP Christians_NN2 in_AV0 general ,_PUN and_CJC ,_PUN if_CJS we_PNP are_VBB fortunate_AJ0 ,_PUN with_PRP ourselves_PNX ._PUN By_PRP sheer_AJ0 grace_NN1 God_NP0-NN1 will_VM0 not_XX0",<<< permit_VVI >>>,"us_PNP to_TO0 live_VVI even_AV0 for_PRP a_AT0 brief_AJ0 period_NN1 in_PRP a_AT0 dream_NN1 world_NN1 &hellip;_PUN ._PUN He_PNP who_PNQ loves_VVZ his_DPS dream_NN1 of_PRF a_AT0 community_NN1 more_AV0 than_CJS the_AT0 Christian_AJ0 community_NN1 itself_PNX becomes_VVZ a_AT0 destroyer_NN1 of_PRF the_AT0 latter_DT0 ,_PUN even_CJS though his_DPS personal_AJ0 intentions_NN2 may_VM0 be_VBI ever_AV0 so honest_AJ0 and_CJC earnest_AJ0 and_CJC sacrificial_AJ0 ._PUN God_NP0 hates_VVZ",23575638,23575638,permit,us,live,verb,control,active,animate,animate,written,belief_thought,personal,non-imperative,4,1
418,C8M,"published Remarks on the Art of Wine-Making stating : Another process is sometimes adopted for getting rid of the sediment without the trouble of decanting in this mode ; the bottles are reserved in a frame proper for the purpose , for a certain number of days , so as to",<<< permit >>>,"the foulness to fall into the neck ; while in this position , the cork is dexterously withdrawn and that portion of the wine that is foul , allowed to escape , after which the bottle is filled with clear wine , permanently corked and secured with wire . Liqueur","published_VVD Remarks_NN2 on_PRP the_AT0 Art_NN1 of_PRF Wine-Making_NN1 stating_VVG :_PUN Another_DT0 process_NN1 is_VBZ sometimes_AV0 adopted_VVN-VVD for_PRP getting_VVG rid_VVN of_PRF the_AT0 sediment_NN1 without_PRP the_AT0 trouble_NN1 of_PRF decanting_VVG in_PRP this_DT0 mode_NN1 ;_PUN the_AT0 bottles_NN2 are_VBB reserved_VVN in_PRP a_AT0 frame_NN1 proper_AJ0 for_PRP the_AT0 purpose_NN1 ,_PUN for_PRP a_AT0 certain_AJ0 number_NN1 of_PRF days_NN2 ,_PUN so_AV0 as to_TO0",<<< permit_VVI >>>,"the_AT0 foulness_NN1 to_TO0 fall_VVI into_PRP the_AT0 neck_NN1 ;_PUN while_CJS in_PRP this_DT0 position_NN1 ,_PUN the_AT0 cork_NN1 is_VBZ dexterously_AV0 withdrawn_VVN and_CJC that_DT0 portion_NN1 of_PRF the_AT0 wine_NN1 that_CJT-DT0 is_VBZ foul_AJ0 ,_PUN allowed_VVN-VVD to_TO0 escape_VVI ,_PUN after_PRP which_DTQ the_AT0 bottle_NN1 is_VBZ filled_VVN with_PRP clear_AJ0 wine_NN1 ,_PUN permanently_AV0 corked_VVD-VVN and_CJC secured_VVN-VVD with_PRP wire_NN1 ._PUN Liqueur_NN1",23590020,23590020,permit,the foulness  ,fall,verb,no control,active,inanimate,inanimate,written,leisure,personal,non-imperative,4,2
422,C91,"should have terminals marked &bquo; OV &equo; and &bquo; 240V &equo; , and these are the two terminals to which the mains input should be connected . The other tags are left unconnected . Some mains transformers seem to have twin 120 volt windings , and this is presumably to",<<< permit >>>,them to operate on continental 120 volt supplies or the 240 volt UK supply . For operation with the latter the two windings must be wired in series ( Fig. 2(a) ) . From time to time I have encountered mains transformers which have twin 240 volt primary windings . I have never,"should_VM0 have_VHI terminals_NN2 marked_VVN-VVD &bquo;_PUQ OV_NP0 &equo;_PUQ and_CJC &bquo;_PUQ 240V_NN0 &equo;_PUQ ,_PUN and_CJC these_DT0 are_VBB the_AT0 two_CRD terminals_NN2 to_PRP which_DTQ the_AT0 mains_NN1 input_NN1 should_VM0 be_VBI connected_VVN ._PUN The_AT0 other_AJ0 tags_NN2 are_VBB left_VVN-AJ0 unconnected_AJ0 ._PUN Some_DT0 mains_NN1 transformers_NN2 seem_VVB to_TO0 have_VHI twin_NN1 120_CRD volt_NN1 windings_NN2 ,_PUN and_CJC this_DT0 is_VBZ presumably_AV0 to_TO0",<<< permit_VVI >>>,them_PNP to_TO0 operate_VVI on_PRP-AVP continental_AJ0-NN1 120_CRD volt_NN1 supplies_NN2 or_CJC the_AT0 240_CRD volt_NN1 UK_NP0 supply_NN1-VVB ._PUN For_PRP operation_NN1 with_PRP the_AT0 latter_DT0 the_AT0 two_CRD windings_NN2 must_VM0 be_VBI wired_VVN in_PRP series_NN0 (_PUL Fig._NN1 2(a)_UNC )_PUR ._PUN From_AV0 time to time I_PNP have_VHB encountered_VVN mains_NN1 transformers_NN2 which_DTQ have_VHB twin_NN1 240_CRD volt_NN1 primary_AJ0-NN1 windings_NN2 ._PUN I_PNP have_VHB never_AV0,24001115,24001115,permit,them ,operate,verb,control,active,inanimate,inanimate,written,applied_sci,personal,non-imperative,7,1
423,C92,"a single signal . This stage also provides a small amount of filtering . However , another three stage active lowpass filter provides the main filtering , and gives a step-free output signal . A second mixer stage combines the non-delayed signal with the reverberation signal . A level control",<<< permits >>>,"the strength of the reverberation signal to be controlled . Although many delay line effects make use of clock modulation to vary the delay time , this does not give good results in a reverberation unit . Significant variations in the delay time produce quite strong frequency modulation . This","a_AT0 single_AJ0 signal_NN1 ._PUN This_DT0 stage_NN1 also_AV0 provides_VVZ a_AT0 small_AJ0 amount_NN1 of_PRF filtering_NN1-VVG ._PUN However_AV0 ,_PUN another_DT0 three_CRD stage_NN1-VVB active_AJ0 lowpass_NN1 filter_NN1 provides_VVZ the_AT0 main_AJ0 filtering_NN1 ,_PUN and_CJC gives_VVZ a_AT0 step-free_AJ0 output_NN1 signal_NN1 ._PUN A_AT0 second_ORD mixer_NN1 stage_NN1 combines_VVZ the_AT0 non-delayed_AJ0-NN1 signal_NN1 with_PRP the_AT0 reverberation_NN1 signal_NN1 ._PUN A_AT0 level_AJ0 control_NN1",<<< permits_VVZ >>>,"the_AT0 strength_NN1 of_PRF the_AT0 reverberation_NN1 signal_NN1-VVB to_TO0 be_VBI controlled_VVN ._PUN Although_CJS many_DT0 delay_VVB-NN1 line_NN1 effects_NN2 make_VVB use_NN1 of_PRF clock_NN1 modulation_NN1 to_TO0 vary_VVI the_AT0 delay_NN1 time_NN1 ,_PUN this_DT0 does_VDZ not_XX0 give_VVI good_AJ0 results_NN2 in_PRP a_AT0 reverberation_NN1 unit_NN1 ._PUN Significant_AJ0 variations_NN2 in_PRP the_AT0 delay_NN1 time_NN1 produce_VVB quite_AV0 strong_AJ0 frequency_NN1 modulation_NN1 ._PUN This_DT0",24012466,24012466,permit,the strength of the reverberation,control,verb,no control,passive,inanimate,inanimate,written,applied_sci,personal,non-imperative,7,6
424,C92,"and this feature has not been included in the final unit . CIRCUIT OPERATION The full circuit diagram for the CCD Reverberation Unit is shown in Fig. 2 . IC1 acts as the input buffer stage , and it is a simple operational amplifier non-inverting mode circuit . Preset VR1",<<< permits >>>,"the bias voltage on IC1 to be varied . In fact the entire circuit is either directly or indirectly biased from this potential divider . VR1 is adjusted to optimise the large signal handling capability of the circuit . This is limited by the delay line chip , but signal","and_CJC this_DT0 feature_NN1 has_VHZ not_XX0 been_VBN included_VVN in_PRP the_AT0 final_AJ0 unit_NN1 ._PUN CIRCUIT_NN1 OPERATION_NN1 The_AT0 full_AJ0 circuit_NN1 diagram_NN1 for_PRP the_AT0 CCD_NP0 Reverberation_NN1 Unit_NN1 is_VBZ shown_VVN in_PRP Fig._NN1 2_CRD ._PUN IC1_UNC acts_VVZ as_PRP the_AT0 input_NN1 buffer_NN1 stage_NN1 ,_PUN and_CJC it_PNP is_VBZ a_AT0 simple_AJ0 operational_AJ0 amplifier_NN1 non-inverting_AJ0 mode_NN1 circuit_NN1 ._PUN Preset_VVB VR1_UNC",<<< permits_VVZ >>>,"the_AT0 bias_NN1 voltage_NN1 on_PRP IC1_UNC to_TO0 be_VBI varied_VVN ._PUN In_PRP fact_NN1 the_AT0 entire_AJ0 circuit_NN1 is_VBZ either_AV0 directly_AV0 or_CJC indirectly_AV0 biased_VVN-AJ0 from_PRP this_DT0 potential_AJ0-NN1 divider_NN1 ._PUN VR1_UNC is_VBZ adjusted_VVN to_TO0 optimise_VVI the_AT0 large_AJ0 signal_NN1 handling_NN1-VVG capability_NN1 of_PRF the_AT0 circuit_NN1 ._PUN This_DT0 is_VBZ limited_VVN by_PRP the_AT0 delay_NN1 line_NN1 chip_NN1 ,_PUN but_CJC signal_NN1-VVB",24012628,24012628,permit,the bias voltage on IC1,be,verb,no control,active,inanimate,inanimate,written,applied_sci,personal,non-imperative,2,5
426,C92,the circuit ( and probably the p.c.b . layout ) at a later date . It then becomes rather a chore having to re-apply those etch-resist transfers all over again . Sensitive Approach Fortunately it is possible to produce printed circuit boards using a readily available light-sensitive process . This,<<< permits >>>,"you to design the copper track layout on paper at leisure , changing it around at will before finally committing it to etching . This more advanced system uses an etch-resist coating on the copper foil of the p.c.b . which is sensitive to ultra-violet light ( UV ) .",the_AT0 circuit_NN1 (_PUL and_CJC probably_AV0 the_AT0 p.c.b_NN0 ._PUN layout_NN1 )_PUR at_PRP a_AT0 later_AJC date_NN1 ._PUN It_PNP then_AV0 becomes_VVZ rather_AV0 a_AT0 chore_NN1 having_VHG to_TO0 re-apply_VVI those_DT0 etch-resist_VVB transfers_NN2 all_AV0 over_AVP again_AV0 ._PUN Sensitive_AJ0 Approach_NN1 Fortunately_AV0 it_PNP is_VBZ possible_AJ0 to_TO0 produce_VVI printed_AJ0 circuit_NN1 boards_NN2 using_VVG a_AT0 readily_AV0 available_AJ0 light-sensitive_AJ0 process_NN1 ._PUN This_DT0,<<< permits_VVZ >>>,"you_PNP to_TO0 design_VVI the_AT0 copper_NN1-AJ0 track_NN1 layout_NN1 on_PRP paper_NN1 at_PRP leisure_NN1 ,_PUN changing_VVG it_PNP around_AVP at_PRP will_NN1 before_PRP finally_AV0 committing_VVG it_PNP to_PRP etching_NN1-VVG ._PUN This_DT0 more_AV0 advanced_AJ0 system_NN1 uses_VVZ an_AT0 etch-resist_VVB coating_NN1-VVG on_PRP the_AT0 copper_NN1-AJ0 foil_NN1 of_PRF the_AT0 p.c.b_NN0 ._PUN which_DTQ is_VBZ sensitive_AJ0 to_PRP ultra-violet_AJ0 light_NN1 (_PUL UV_AJ0 )_PUR ._PUN",24029239,24029239,permit,you,design,verb,control,active,inanimate,animate,written,applied_sci,personal,non-imperative,6,1
427,C92,"times to optimise the UV time period . Note that UV light can be harmful to the eyes and it is important that the lid of the UV light box is kept firmly closed when the light source is switched on . A UV Exposure Timer construction project , which",<<< permits >>>,"you to set and forget the UV light source so that you can pay attention to other tasks , will be described next month . Rule-Of-Thumb As a rule of thumb , a pre-sensitised board can be exposed for between 5 and 10 minutes using an ordinary UV light box .","times_NN2 to_TO0 optimise_VVI the_AT0 UV_AJ0 time_NN1 period_NN1 ._PUN Note_VVB that_CJT UV_AJ0 light_NN1 can_VM0 be_VBI harmful_AJ0 to_PRP the_AT0 eyes_NN2 and_CJC it_PNP is_VBZ important_AJ0 that_CJT the_AT0 lid_NN1 of_PRF the_AT0 UV_AJ0 light_AJ0-NN1 box_NN1 is_VBZ kept_VVN firmly_AV0 closed_VVN when_CJS the_AT0 light_AJ0-NN1 source_NN1 is_VBZ switched_VVN on_AVP ._PUN A_AT0 UV_AJ0 Exposure_NN1 Timer_NN1 construction_NN1 project_NN1 ,_PUN which_DTQ",<<< permits_VVZ >>>,"you_PNP to_TO0 set_VVI and_CJC forget_VVI the_AT0 UV_AJ0 light_AJ0-NN1 source_NN1 so_CJS that you_PNP can_VM0 pay_VVI attention_NN1 to_PRP other_AJ0 tasks_NN2 ,_PUN will_VM0 be_VBI described_VVN next_ORD month_NN1 ._PUN Rule-Of-Thumb_AJ0 As_PRP a_AT0 rule_NN1 of_PRF thumb_NN1 ,_PUN a_AT0 pre-sensitised_AJ0 board_NN1 can_VM0 be_VBI exposed_VVN for_PRP between_PRP 5_CRD and_CJC 10_CRD minutes_NN2 using_VVG an_AT0 ordinary_AJ0 UV_AJ0 light_AJ0-NN1 box_NN1 ._PUN",24031396,24031396,permit,you,set,verb,control,active,inanimate,animate,written,applied_sci,personal,non-imperative,3,1
430,C9A,"in a slimy , tapioca-like substance . But the amphibians could go one step further , around 395 million years ago , by producing a jelly-like fluid contained within a thin but tough shell , like a miniaturized aquatic environment . It retained water and yet had subtle membranes which",<<< permitted >>>,"air to penetrate and facilitated waste disposal of the embryo . Thus equipped , these new animals were able to grow bigger and move about freely . In turn the later reptiles could diversify on land when they could lay eggs away from a watery environment . Reptiles differ from amphibians","in_PRP-AVP a_AT0 slimy_AJ0 ,_PUN tapioca-like_AJ0 substance_NN1 ._PUN But_CJC the_AT0 amphibians_NN2 could_VM0 go_VVI one_CRD step_NN1-VVB further_AV0 ,_PUN around_AV0 395_CRD million_CRD years_NN2 ago_AV0 ,_PUN by_PRP producing_VVG a_AT0 jelly-like_AJ0 fluid_NN1 contained_VVN-VVD within_PRP a_AT0 thin_AJ0 but_CJC tough_AJ0 shell_NN1 ,_PUN like_PRP a_AT0 miniaturized_AJ0 aquatic_AJ0 environment_NN1 ._PUN It_PNP retained_VVD water_NN1 and_CJC yet_AV0 had_VHD subtle_AJ0 membranes_NN2 which_DTQ",<<< permitted_VVD >>>,"air_NN1 to_TO0 penetrate_VVI and_CJC facilitated_VVD waste_AJ0-NN1 disposal_NN1 of_PRF the_AT0 embryo_NN1 ._PUN Thus_AV0 equipped_VVN ,_PUN these_DT0 new_AJ0 animals_NN2 were_VBD able_AJ0 to_TO0 grow_VVI bigger_AJC and_CJC move_VVB-NN1 about_AVP-PRP freely_AV0 ._PUN In_PRP turn_NN1-VVB the_AT0 later_AJC reptiles_NN2 could_VM0 diversify_VVI on_PRP land_NN1 when_CJS they_PNP could_VM0 lay_VVI eggs_NN2 away_PRP from a_AT0 watery_AJ0 environment_NN1 ._PUN Reptiles_NN2 differ_VVB from_PRP amphibians_NN2",24339935,24339935,permit,air ,penetrate,verb,no control,active,inanimate,inanimate,written,nat_sci,personal,non-imperative,9,1
434,C9S,"politics have failed . Any body which , by providing information and arguments to parliamentarians , can help to effect changes in our homophobic legal system is to be welcomed . But changes in legislation &mdash; like changes in local government provision &mdash; will only be as effective as society",<<< permits >>>,"them to be . The Sex Disqualification ( Removal ) Act of 1919 paved the way for changes in women 's employment rights , but the weakness of the Women 's Movement in that period meant that the Act remained a dead letter . The conservatism of central and local","politics_NN1 have_VHB failed_VVN ._PUN Any_DT0 body_NN1 which_DTQ ,_PUN by_PRP providing_VVG information_NN1 and_CJC arguments_NN2 to_PRP parliamentarians_NN2 ,_PUN can_VM0 help_VVI to_TO0 effect_VVI changes_NN2 in_PRP our_DPS homophobic_AJ0 legal_AJ0 system_NN1 is_VBZ to_TO0 be_VBI welcomed_VVN ._PUN But_CJC changes_NN2-VVZ in_PRP legislation_NN1 &mdash;_PUN like_PRP changes_NN2 in_PRP local_AJ0 government_NN1 provision_NN1 &mdash;_PUN will_VM0 only_AV0 be_VBI as_AV0 effective_AJ0 as_CJS society_NN1",<<< permits_VVZ >>>,"them_PNP to_TO0 be_VBI ._PUN The_AT0 Sex_NN1 Disqualification_NN1 (_PUL Removal_NN1 )_PUR Act_NN1 of_PRF 1919_CRD paved_VVD-VVN the_AT0 way_NN1 for_PRP changes_NN2 in_PRP women_NN2 's_POS employment_NN1 rights_NN2 ,_PUN but_CJC the_AT0 weakness_NN1 of_PRF the_AT0 Women_NN2 's_POS Movement_NN1 in_PRP that_DT0 period_NN1 meant_VVD that_CJT the_AT0 Act_NN1 remained_VVD a_AT0 dead_AJ0 letter_NN1 ._PUN The_AT0 conservatism_NN1 of_PRF central_AJ0 and_CJC local_AJ0",24940687,24940687,permit,them ,be,verb,no control,active,inanimate,inanimate,written,world_affairs,public,non-imperative,2,1
435,CA1,"not be out of place in the kite bag . In spite of having a range of injected plastic mouldings , there are always times when there just is n't anything for the size of a spar , the angle of fit , or sufficiently shock-absorbing to accept a crash , or to",<<< permit >>>,"a kite to be folded . Fittings by Cochrane are sold as accessories and used by other kite manufacturers . This small sample shows end caps , stand-off caps , clips and grommets . Plastic tube joints Transparent fuel pipe , as used on motorcycles and many cars , is","not_XX0 be_VBI out_PRP of place_NN1 in_PRP the_AT0 kite_NN1 bag_NN1 ._PUN In_PRP spite of having_VHG a_AT0 range_NN1 of_PRF injected_AJ0 plastic_NN1 mouldings_NN2 ,_PUN there_EX0 are_VBB always_AV0 times_NN2 when_AVQ there_EX0 just_AV0 is_VBZ n't_XX0 anything_PNI for_PRP the_AT0 size_NN1 of_PRF a_AT0 spar_NN1 ,_PUN the_AT0 angle_NN1 of_PRF fit_AJ0-NN1 ,_PUN or_CJC sufficiently_AV0 shock-absorbing_AJ0 to_TO0 accept_VVI a_AT0 crash_NN1 ,_PUN or_CJC to_TO0",<<< permit_VVI >>>,"a_AT0 kite_NN1 to_TO0 be_VBI folded_VVN ._PUN Fittings_NN2 by_PRP Cochrane_NP0 are_VBB sold_VVN as_CJS-PRP accessories_NN2 and_CJC used_VVN by_PRP other_AJ0 kite_NN1 manufacturers_NN2 ._PUN This_DT0 small_AJ0 sample_NN1 shows_NN2-VVZ end_VVB-NN1 caps_NN2 ,_PUN stand-off_AJ0 caps_NN2 ,_PUN clips_NN2-VVZ and_CJC grommets_NN2 ._PUN Plastic_NN1 tube_NN1 joints_NN2 Transparent_AJ0 fuel_NN1 pipe_NN1 ,_PUN as_CJS used_VVN on_PRP motorcycles_NN2 and_CJC many_DT0 cars_NN2 ,_PUN is_VBZ",25219022,25219022,permit,a kite ,fold,verb,no control,passive,inanimate,inanimate,written,leisure,personal,non-imperative,4,2
436,CA1,"the light , with the eye pointing up and down , and you should observe that the thickness of the shaft is scalloped away by 50% just above the eye on the rear face . This is called the &bquo; scarf &equo; . The purpose of this relief is to",<<< permit >>>,"the bobbin case hook to pass the needle without touching it . The loop is now formed around the bobbin case , and the thread drawn back through the needle by the take-up lever usually found on the front of the machine . This forwards and backwards movement of 4in","the_AT0 light_NN1 ,_PUN with_PRP the_AT0 eye_NN1 pointing_VVG up_AVP and_CJC down_AVP ,_PUN and_CJC you_PNP should_VM0 observe_VVI that_CJT the_AT0 thickness_NN1 of_PRF the_AT0 shaft_NN1 is_VBZ scalloped_AJ0 away_AV0 by_PRP 50%_NN0 just_AV0 above_PRP the_AT0 eye_NN1 on_PRP the_AT0 rear_AJ0-NN1 face_NN1 ._PUN This_DT0 is_VBZ called_VVN the_AT0 &bquo;_PUQ scarf_NN1 &equo;_PUQ ._PUN The_AT0 purpose_NN1 of_PRF this_DT0 relief_NN1 is_VBZ to_TO0",<<< permit_VVI >>>,"the_AT0 bobbin_NN1 case_NN1 hook_NN1-VVB to_TO0 pass_VVI the_AT0 needle_NN1 without_PRP touching_VVG it_PNP ._PUN The_AT0 loop_NN1 is_VBZ now_AV0 formed_VVN-VVD around_PRP-AVP the_AT0 bobbin_NN1 case_NN1 ,_PUN and_CJC the_AT0 thread_NN1 drawn_VVN back_AVP through_PRP the_AT0 needle_NN1 by_PRP the_AT0 take-up_NN1 lever_NN1-VVB usually_AV0 found_VVN on_PRP the_AT0 front_NN1 of_PRF the_AT0 machine_NN1 ._PUN This_DT0 forwards_AV0 and_CJC backwards_AV0 movement_NN1 of_PRF 4in_NN0",25221500,25221500,permit,the bobbin case hook  ,pass,verb,no control,active,inanimate,inanimate,written,leisure,personal,non-imperative,4,4
437,CA1,"flying lines are equal is a good start to perfecting the symmetry of all your manoeuvres . Hugh Andrew 's reels , inspired by John Wilding , the Deep Sky type on a supporting pylon and the Strato-spool with a belly band to hold the bar to the waist and",<<< permit >>>,a free hand to apply leverage on the end of the bar . Handy tips Already we are encroaching on the specialist areas that deserve separate attention in following Chapters . Suffice to say at this stage that the relative importance of the flying line should never be underestimated .,"flying_AJ0-NN1 lines_NN2 are_VBB equal_AJ0 is_VBZ a_AT0 good_AJ0 start_NN1 to_PRP perfecting_VVG the_AT0 symmetry_NN1 of_PRF all_DT0 your_DPS manoeuvres_NN2 ._PUN Hugh_NP0 Andrew_NP0 's_POS reels_NN2 ,_PUN inspired_VVN by_PRP John_NP0 Wilding_NP0 ,_PUN the_AT0 Deep_AJ0 Sky_NN1 type_NN1 on_PRP a_AT0 supporting_AJ0 pylon_NN1 and_CJC the_AT0 Strato-spool_NN1-AJ0 with_PRP a_AT0 belly_NN1 band_NN1 to_TO0 hold_VVI the_AT0 bar_NN1 to_PRP the_AT0 waist_NN1 and_CJC",<<< permit_VVB >>>,a_AT0 free_AJ0 hand_NN1 to_TO0 apply_VVI leverage_NN1 on_PRP the_AT0 end_NN1 of_PRF the_AT0 bar_NN1 ._PUN Handy_AJ0 tips_NN2 Already_AV0 we_PNP are_VBB encroaching_VVG on_PRP the_AT0 specialist_NN1-AJ0 areas_NN2 that_CJT deserve_VVB separate_AJ0 attention_NN1 in_PRP following_VVG-AJ0 Chapters_NN2 ._PUN Suffice_VVB to_TO0 say_VVI at_PRP this_DT0 stage_NN1 that_CJT the_AT0 relative_AJ0-NN1 importance_NN1 of_PRF the_AT0 flying_AJ0-NN1 line_NN1 should_VM0 never_AV0 be_VBI underestimated_VVN ._PUN,25226922,25226922,permit,a free hand ,apply,verb,no control,active,inanimate,inanimate,written,leisure,personal,non-imperative,5,3
